comm_no,strategy,contract,lot
dlj,st307a_dlj_day,j1809,1
dlj,st308a_dlj_day,j1809,1
dlj,st310a_dlj_day,j1809,1
dljd,st314a_dljd_day,jd1809,1
dlm,st306a_dlm_day,m1809,3
dlm,st309a_dlm_day,m1809,3
dlm,st310a_dlm_day,m1809,3
dlm,st311a_dlm_day,m1809,3
dlm,st314a_dlm_day,m1809,3
